0	0
1	0.0627905
2	0.125333
3	0.187381
4	0.24869
5	0.309017
6	0.368125
7	0.425779
8	0.481754
9	0.535827
10	0.587785
11	0.637424
12	0.684547
13	0.728969
14	0.770513
15	0.809017
16	0.844328
17	0.876307
18	0.904827
19	0.929776
20	0.951057
21	0.968583
22	0.982287
23	0.992115
24	0.998027
25	1
26	0.998027
27	0.992115
28	0.982287
29	0.968583
30	0.951056
31	0.929776
32	0.904827
33	0.876307
34	0.844328
35	0.809017
36	0.770513
37	0.728969
38	0.684547
39	0.637424
40	0.587785
41	0.535827
42	0.481754
43	0.425779
44	0.368124
45	0.309017
46	0.24869
47	0.187381
48	0.125333
49	0.0627905
50	-8.74228e-08
51	-0.0627906
52	-0.125333
53	-0.187381
54	-0.24869
55	-0.309017
56	-0.368125
57	-0.425779
58	-0.481754
59	-0.535827
60	-0.587786
61	-0.637424
62	-0.684547
63	-0.728969
64	-0.770513
65	-0.809017
66	-0.844328
67	-0.876307
68	-0.904827
69	-0.929777
70	-0.951056
71	-0.968583
72	-0.982287
73	-0.992115
74	-0.998027
75	-1
76	-0.998027
77	-0.992115
78	-0.982287
79	-0.968583
80	-0.951056
81	-0.929776
82	-0.904827
83	-0.876307
84	-0.844328
85	-0.809017
86	-0.770513
87	-0.728968
88	-0.684547
89	-0.637424
90	-0.587785
91	-0.535826
92	-0.481753
93	-0.425779
94	-0.368125
95	-0.309017
96	-0.24869
97	-0.187381
98	-0.125333
99	-0.0627904
